"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável"
"3","Unidade da Federação","2","%",6.84,"24","Rio Grande do Norte","2017","2017","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",3.9,"24","Rio Grande do Norte","2017","2017","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2596771,"24","Rio Grande do Norte","2018","2018","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",11372518,"24","Rio Grande do Norte","2018","2018","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",28127591,"24","Rio Grande do Norte","2018","2018","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.36,"24","Rio Grande do Norte","2018","2018","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",6.84,"24","Rio Grande do Norte","2018","2018","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",6.76,"24","Rio Grande do Norte","2018","2018","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",4.36,"24","Rio Grande do Norte","2018","2018","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",2694052,"24","Rio Grande do Norte","2019","2019","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",11751480,"24","Rio Grande do Norte","2019","2019","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",30468869,"24","Rio Grande do Norte","2019","2019","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.22,"24","Rio Grande do Norte","2019","2019","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",6.94,"24","Rio Grande do Norte","2019","2019","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",6.96,"24","Rio Grande do Norte","2019","2019","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",4.5,"24","Rio Grande do Norte","2019","2019","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3010588,"24","Rio Grande do Norte","2020","2020","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",11811274,"24","Rio Grande do Norte","2020","2020","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",29207942,"24","Rio Grande do Norte","2020","2020","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.72,"24","Rio Grande do Norte","2020","2020","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",6.52,"24","Rio Grande do Norte","2020","2020","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",6.73,"24","Rio Grande do Norte","2020","2020","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",3.56,"24","Rio Grande do Norte","2020","2020","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",3141755,"24","Rio Grande do Norte","2021","2021","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",14728096,"24","Rio Grande do Norte","2021","2021","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",32321165,"24","Rio Grande do Norte","2021","2021","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",4.42,"24","Rio Grande do Norte","2021","2021","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",6.52,"24","Rio Grande do Norte","2021","2021","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",6.57,"24","Rio Grande do Norte","2021","2021","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",3.09,"24","Rio Grande do Norte","2021","2021","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",9210447,"43","Rio Grande do Sul","2002","2002","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",22444215,"43","Rio Grande do Sul","2002","2002","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",42685528,"43","Rio Grande do Sul","2002","2002","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",10.9,"43","Rio Grande do Sul","2002","2002","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",37.09,"43","Rio Grande do Sul","2002","2002","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",40.58,"43","Rio Grande do Sul","2002","2002","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",40.88,"43","Rio Grande do Sul","2002","2002","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",14081726,"43","Rio Grande do Sul","2003","2003","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",27365989,"43","Rio Grande do Sul","2003","2003","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",48573592,"43","Rio Grande do Sul","2003","2003","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",13.74,"43","Rio Grande do Sul","2003","2003","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",37.51,"43","Rio Grande do Sul","2003","2003","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",40.27,"43","Rio Grande do Sul","2003","2003","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",43.43,"43","Rio Grande do Sul","2003","2003","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",12759034,"43","Rio Grande do Sul","2004","2004","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",32585890,"43","Rio Grande do Sul","2004","2004","517","Valor adicionado bruto a preços correntes da indústria"
